id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason,audience,cold_cta,warm_cta,enriched_cta
c086,Culture,Temple,Visit a heritage temple at dawn,"Carvings, incense, a stillness the city forgot.",content,content/images/c086.jpg,"An ancient South Indian stone temple at bright golden hour, vivid intricate carvings, warm light, spiritual grandeur Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|calm,morning,clear,any,evergreen,inspire,A Bangalore favourite worth a look — a heritage temple at dawn.,Rama Navami at the temple — a moment from your own calendar.,"Art and craft are your weekend default — a heritage temple at dawn, right up your gallery-going street.",,Want to discover more temple?,Want more temple like this?,Want me to curate more temple for you?
c087,Culture,Museum,Catch the new show at NGMA Bengaluru,Two hours at the National Gallery of Modern Art that make you see the city differently — check the current rotating exhibit.,content,content/images/c087.jpg,"A bright modern museum gallery with vivid exhibits and soft lighting, people exploring, refined cultural space Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage,afternoon,any,any,timely,plan,A Bangalore favourite worth a look — a new museum show.,Urban cultural events are your kind of outing — a new museum show.,"Art and craft are your weekend default — a new museum show, right up your gallery-going street.",,Want to discover more museum?,Want more museum like this?,Want me to curate more museum for you?
c088,Culture,Local history,Walk the story under your street,"Cantonment, gardens, tech — Bangalore in one walk.",content,content/images/c088.jpg,"A bright heritage walking tour through old Bangalore streets, vivid colonial architecture, golden daylight, curious mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|parks,morning|afternoon,clear,any,evergreen,learn,A Bangalore favourite worth a look — the story under your street.,Urban cultural events are your kind of outing — the story under your street.,"Art and craft are your weekend default — the story under your street, right up your gallery-going street.",,Want to discover more local history?,Want more local history like this?,Want me to curate more local history for you?
c089,Culture,Language,Learn enough Kannada to matter,The phrases that make this city feel like home.,content,content/images/c089.jpg,"A bright warm scene of local Bangalore life, a friendly street interaction, vivid colourful everyday culture Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|life-goals|heritage,any,any,any,evergreen,learn,A Bangalore favourite worth a look — learn enough kannada to matter.,Urban cultural events are your kind of outing — learn enough kannada to matter.,"Art and craft are your weekend default — learn enough kannada to matter, right up your gallery-going street.",,Want to discover more language?,Want more language like this?,Want me to curate more language for you?
c090,Weather,Now,Settle in — it's a rainy 23° Bangalore evening,"Cool monsoon air, the city slowing, clearing by 9pm — an evening made for staying in and letting the feed set the mood.",weather,content/images/c090.jpg,"A bright cosy rainy Bangalore evening through a window, warm lamp inside, vivid city bokeh beyond glass, inviting Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|home,evening|night,rainy,monsoon,timely,inspire,A Bangalore favourite worth a look — a rainy bangalore evening.,A pick that fits your modern-urbanite streak — a rainy bangalore evening.,Tuned to your minimalist-chic taste — a rainy bangalore evening.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c091,Weather,Clear morning,Make the most of a rare clear morning,The rain breaks — a window for everything outdoors.,weather,content/images/c091.jpg,"A bright crisp clear morning in green Bangalore, vivid blue sky, sunlit trees, fresh energetic outdoor mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|fitness|parks,morning,clear,any,timely,plan,A Bangalore favourite worth a look — a rare bright morning.,An easy way to build a routine — a rare bright morning.,Wellness you take seriously — a rare bright morning slots into your active routine.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c092,Weather,Hot afternoon,Beat the afternoon heat the smart way,"Cool rooms, cold coffee, the clever way to wait it out.",weather,content/images/c092.jpg,"A bright airy café interior offering cool respite, vivid iced coffee, fans and plants, sunlit but refreshing Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|food|cafes,afternoon,clear,summer,timely,inspire,A Bangalore favourite worth a look — beat the afternoon heat.,A pick that fits your modern-urbanite streak — beat the afternoon heat.,Tuned to your minimalist-chic taste — beat the afternoon heat.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c093,Weather,Pleasant,Get outside — Bangalore's at its best,The weather this city's famous for. Don't waste it indoors.,weather,content/images/c093.jpg,"A bright idyllic pleasant Bangalore evening, vivid green park and golden light, people outdoors, perfect weather Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",parks|calm|weekend,afternoon|evening,clear,any,timely,plan,A Bangalore favourite worth a look — bangalore at its best.,A pick that fits your modern-urbanite streak — bangalore at its best.,Tuned to your minimalist-chic taste — bangalore at its best.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c094,Weather,Storm,Watch the monsoon sky roll in,Big clouds at golden hour — the city's free light show.,weather,content/images/c094.jpg,"A dramatic bright monsoon sky over Bangalore, vivid layered clouds at golden hour, cinematic but luminous, awe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|home,evening,rainy,monsoon,timely,inspire,A Bangalore favourite worth a look — a dramatic monsoon sky.,A pick that fits your modern-urbanite streak — a dramatic monsoon sky.,Tuned to your minimalist-chic taste — a dramatic monsoon sky.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c095,Pets,Care,Take your dog out this weekend,"Cafés, parks and trails that actually want them there.",content,content/images/c095.jpg,"A bright joyful scene of a happy dog at a pet-friendly Bangalore café garden, vivid sunshine, warm wholesome energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",pets|weekend|parks,morning|afternoon,clear,any,evergreen,plan,A Bangalore favourite worth a look — a weekend with your dog.,A pick that fits your modern-urbanite streak — a weekend with your dog.,Tuned to your minimalist-chic taste — a weekend with your dog.,,Want more tips?,Want more like this?,Want ideas for your companion?
c096,Pets,Adoption,Meet your next family member,A weekend adoption drive — your future best friend.,content,content/images/c096.jpg,"A bright heartwarming pet adoption event, adorable rescue animals, happy people, vivid joyful daylight Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",pets|family,any,any,any,timely,inspire,A Bangalore favourite worth a look — meet an adoptable friend.,A pick that fits your modern-urbanite streak — meet an adoptable friend.,Tuned to your minimalist-chic taste — meet an adoptable friend.,,Want more tips?,Want more like this?,Want ideas for your companion?
c097,Finance,Investing,Start investing in 20 minutes,The setup your future self will thank you for.,content,content/images/c097.jpg,"A bright clean modern scene of a person reviewing investments on a tablet, sunlit desk, vivid calm confident mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",finance|life-goals|productivity,evening,any,any,evergreen,learn,"A Bangalore favourite worth a look — start investing, finally.","Quality over quantity, for the long game.","Investment-piece thinking — exactly how you already shop, applied wider.",,Want to learn more here?,Want to go deeper on this?,Want guidance for your goals?
c098,Finance,Saving,Automate your savings today,"Set it once, forget it, watch it grow.",content,content/images/c098.jpg,"A bright aspirational still life symbolising savings and growth, a plant and coins in sunlight, vivid optimistic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",finance|life-goals,any,any,any,evergreen,learn,A Bangalore favourite worth a look — a smarter way to save.,"Quality over quantity, for the long game.","Investment-piece thinking — exactly how you already shop, applied wider.",,Want to learn more here?,Want to go deeper on this?,Want guidance for your goals?
c099,Beauty,Skincare,Reset your monsoon skincare,What the humidity demands — simpler than you think.,content,content/images/c099.jpg,"A bright clean flat-lay of minimalist skincare products on a marble surface, vivid fresh, soft daylight, premium Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",beauty|wellness,any,rainy,monsoon,evergreen,learn,A Bangalore favourite worth a look — a monsoon skincare reset.,A pick that fits your modern-urbanite streak — a monsoon skincare reset.,A dewy-glow routine for your warm undertones — premium and pared-back.,,Want the full routine?,Want more skincare like this?,Want a routine shaped for your skin?
c100,Beauty,Spa,Earn a spa afternoon,Two hours that undo a hard week.,content,content/images/c100.jpg,"A bright serene luxury spa interior, vivid soft tones, candles and towels, calm rejuvenating premium atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",beauty|wellness|calm,afternoon,any,any,evergreen,book,"A Bangalore favourite worth a look — a spa afternoon, earned.","A pick that fits your modern-urbanite streak — a spa afternoon, earned.",A dewy-glow routine for your warm undertones — premium and pared-back.,,Want the full routine?,Want more spa like this?,Want a routine shaped for your skin?
c101,Social,Date night,"Plan a date night: dinner at Dali & Gala, then a Ulsoor walk",A considered dinner and a lakeside stroll — the effort that gets noticed. Book the early sitting for the quiet tables.,content,content/images/c101.jpg,"A bright romantic rooftop dinner setting at dusk in Bangalore, vivid warm string lights, two glasses, intimate elegant Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|food|nightlife,evening|night,clear|any,any,evergreen,plan,"A Bangalore favourite worth a look — a date night, planned.","Rooftops and good company are your scene — a date night, planned, the easy Friday plan.","A cultured, aspirational night — a date night, planned, your kind of evening out.",,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c102,Social,Reconnect,Reconnect with an old friend,The coffee you keep meaning to schedule — do it this week.,content,content/images/c102.jpg,"A bright warm café scene of two friends laughing over coffee, vivid daylight, genuine joyful connection Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|calm|cafes,afternoon|evening,any,any,evergreen,plan,A Bangalore favourite worth a look — catch up with an old friend.,"Rooftops and good company are your scene — catch up with an old friend, the easy Friday plan.","A cultured, aspirational night — catch up with an old friend, your kind of evening out.",,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c103,Social,Host,"Host a small dinner — six seats, one good menu","The most underrated joy: a tight guest list and one dish you nail. Prep-ahead so you're at the table, not the stove.",content,content/images/c103.jpg,"A bright warm home dinner party, a beautifully set table with vivid food and candles, friends gathered, joyful Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|food|home,evening|night,any,any,evergreen,plan,A Bangalore favourite worth a look — host a small dinner.,"Rooftops and good company are your scene — host a small dinner, the easy Friday plan.","A cultured, aspirational night — host a small dinner, your kind of evening out.",,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c104,Gaming,Retro,Build the perfect retro gaming corner,"An arcade cabinet, pixel glow, the classics made new.",content,content/images/c104.jpg,"A bright stylish room with a classic arcade cabinet glowing with vivid pixel art, warm retro-gaming corner, cool aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",gaming|entertainment|make,evening|night,any,any,evergreen,inspire,A Bangalore favourite worth a look — the perfect retro corner.,A pick that fits your modern-urbanite streak — the perfect retro corner.,Tuned to your minimalist-chic taste — the perfect retro corner.,,Want to find more retro?,Want more retro like this?,Want picks for your downtime?
c105,Gaming,Co-op,Set up a couch co-op game night,"Snacks, controllers, friendly trash talk.",content,content/images/c105.jpg,"A bright cosy living room game night, friends with controllers, vivid TV glow, snacks, joyful social energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",gaming|social|entertainment,night,rainy|any,any,evergreen,plan,A Bangalore favourite worth a look — a game night in.,A pick that fits your modern-urbanite streak — a game night in.,Tuned to your minimalist-chic taste — a game night in.,,Want to find more co-op?,Want more co-op like this?,Want picks for your downtime?
c106,Sustainability,Green living,Try a lower-waste week,"Five swaps that stick — small, doable, genuinely greener.",content,content/images/c106.jpg,"A bright clean flat-lay of sustainable everyday swaps, vivid natural materials, sunlit, fresh eco-conscious aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",sustainability|life-goals|home,any,any,any,evergreen,learn,A Bangalore favourite worth a look — a lower-waste week.,A pick that fits your modern-urbanite streak — a lower-waste week.,Tuned to your minimalist-chic taste — a lower-waste week.,,Want to learn more here?,Want more like this?,Want choices that fit you?
c107,Sustainability,Community,Join a neighbourhood clean-up,A Saturday morning that betters your patch of the city.,content,content/images/c107.jpg,"A bright uplifting community clean-up in a green Bangalore neighbourhood, vivid daylight, volunteers, positive energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",sustainability|weekend|social,morning,clear,any,timely,plan,A Bangalore favourite worth a look — a neighbourhood clean-up.,A pick that fits your modern-urbanite streak — a neighbourhood clean-up.,Tuned to your minimalist-chic taste — a neighbourhood clean-up.,,Want to learn more here?,Want more like this?,Want choices that fit you?
c108,Family,Kids,Plan a rainy-day with the kids,Indoor adventures that beat another hour of screens.,content,content/images/c108.jpg,"A bright cheerful indoor scene of kids doing a craft activity at home, vivid colourful, warm joyful family moment Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",family|home,afternoon,rainy,monsoon,evergreen,plan,A Bangalore favourite worth a look — a rainy-day with the kids.,A pick that fits your modern-urbanite streak — a rainy-day with the kids.,Tuned to your minimalist-chic taste — a rainy-day with the kids.,,Want more kids?,Want more kids like this?,Want plans for the household?
c109,Family,Together,Go screen-free as a family tonight,"One board game, zero phones — the night they remember.",content,content/images/c109.jpg,"A bright warm family evening around a board game at home, vivid cosy lighting, laughter, wholesome togetherness Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",family|home|social,evening,any,any,evergreen,inspire,A Bangalore favourite worth a look — a screen-free family evening.,A pick that fits your modern-urbanite streak — a screen-free family evening.,Tuned to your minimalist-chic taste — a screen-free family evening.,,Want more together?,Want more together like this?,Want plans for the household?
c110,Curiosity,Astronomy,Drive out for a stargazing night,"Clear skies, a new moon, the universe two hours away.",content,content/images/c110.jpg,"A bright vivid star-filled night sky over a dark Bangalore outskirt, the Milky Way clear, a silhouette gazing up, awe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",curiosity|travel|nature,night,clear,any,timely,plan,A Bangalore favourite worth a look — a stargazing night drive.,A pick that fits your modern-urbanite streak — a stargazing night drive.,Tuned to your minimalist-chic taste — a stargazing night drive.,,Want to dig into more?,Want more like this?,Want more for your curiosity?
c111,Curiosity,Science,Spend an evening at the planetarium,"Look up, feel small, leave a little wiser.",content,content/images/c111.jpg,"A bright immersive planetarium dome with vivid projected stars and galaxies, awe-struck visitors, cosmic wonder Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",curiosity|family|culture,evening,any,any,evergreen,plan,A Bangalore favourite worth a look — a planetarium evening.,A pick that fits your modern-urbanite streak — a planetarium evening.,Tuned to your minimalist-chic taste — a planetarium evening.,,Want to dig into more?,Want more like this?,Want more for your curiosity?
c112,Auto,Classic drive,Take a vintage coastal drive,Just the engine and the waves — a weekend in another era.,content,content/images/c112.jpg,"A bright vivid classic car gliding along a sunlit coastal road near Mangalore, blue sea, golden light, freedom Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",auto|travel|roadtrip,morning,clear,any,evergreen,inspire,A Bangalore favourite worth a look — a vintage coastal drive.,A pick that fits your modern-urbanite streak — a vintage coastal drive.,Tuned to your minimalist-chic taste — a vintage coastal drive.,,Want to understand this better?,Want more like this?,Want this matched to your drive?
c113,Auto,Care,Monsoon-ready your car in 20 minutes,The quick check that saves a soggy breakdown.,content,content/images/c113.jpg,"A bright clean shot of a well-maintained car in a sunlit Bangalore driveway, vivid, fresh, dependable mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",auto|tech,any,rainy,monsoon,timely,learn,A Bangalore favourite worth a look — monsoon-ready your car.,A pick that fits your modern-urbanite streak — monsoon-ready your car.,Tuned to your minimalist-chic taste — monsoon-ready your car.,,Want to understand this better?,Want more like this?,Want this matched to your drive?
c114,Books,Reading,Catch an evening with a writer,"The novelist you follow, reading at your local.",content,content/images/c114.jpg,"A bright cosy indie bookstore author event, warm shelves and vivid books, an engaged small audience, literary warmth Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",books|culture|calm,evening,any,any,timely,book,A Bangalore favourite worth a look — an evening with a writer.,A pick that fits your modern-urbanite streak — an evening with a writer.,Tuned to your minimalist-chic taste — an evening with a writer.,,Want to find more reading?,Want more reading like this?,Want reads matched to your taste?
c115,Books,Discovery,Line up your next great read,The book three people you trust all loved.,content,content/images/c115.jpg,"A bright charming independent bookstore interior, vivid warm wooden shelves stacked with books, golden afternoon light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",books|calm|life-goals,night,rainy|any,any,evergreen,inspire,A Bangalore favourite worth a look — your next great read.,A pick that fits your modern-urbanite streak — your next great read.,Tuned to your minimalist-chic taste — your next great read.,,Want to find more discovery?,Want more discovery like this?,Want reads matched to your taste?
c116,Music,Discovery,Cue a playlist for the rain,"Sound matched to the weather, made for tonight.",content,content/images/c116.jpg,"A bright cosy scene of headphones and a glowing phone showing a music playlist by a rainy window, vivid warm intimate Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",music|calm|home,evening|night,rainy,monsoon,evergreen,inspire,A Bangalore favourite worth a look — a playlist for the rain.,A pick that fits your modern-urbanite streak — a playlist for the rain.,The ukulele you keep meaning to play — a creative reset that's so you.,,Want to hear more discovery?,Want more discovery like this?,Want a set tuned to your taste?
c117,Music,Learn,Pick up an instrument this Sunday,The guitar in the corner deserves an afternoon.,content,content/images/c117.jpg,"A bright warm scene of an acoustic guitar in a sunlit living room, vivid inviting, creative weekend mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",music|make|life-goals,afternoon|evening,any,any,evergreen,learn,A Bangalore favourite worth a look — pick up an instrument.,A pick that fits your modern-urbanite streak — pick up an instrument.,The ukulele you keep meaning to play — a creative reset that's so you.,,Want to hear more learn?,Want more learn like this?,Want a set tuned to your taste?
c118,Community,Give back,Volunteer a Saturday,Two hours that matter more than the brunch you'd skip.,content,content/images/c118.jpg,"A bright uplifting volunteering scene in Bangalore, vivid daylight, people helping together, warm purposeful energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",community|social|life-goals,morning,clear|any,any,evergreen,plan,A Bangalore favourite worth a look — volunteer a saturday.,A pick that fits your modern-urbanite streak — volunteer a saturday.,Tuned to your minimalist-chic taste — volunteer a saturday.,,Want to find more?,Want more like this?,Want what fits your circle?
c119,Gardening,Balcony,Grow a balcony herb garden,"Fresh basil and mint, ten steps from the kitchen.",content,content/images/c119.jpg,"A bright sunlit balcony herb garden in Bangalore, vivid green basil and mint in pots, fresh wholesome morning Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",gardening|home|food|sustainability,morning,any,any,evergreen,learn,A Bangalore favourite worth a look — a balcony herb garden.,A pick that fits your modern-urbanite streak — a balcony herb garden.,Tuned to your minimalist-chic taste — a balcony herb garden.,,Want more balcony?,Want more balcony like this?,Want a plan for your space?
c120,Festival,Seasonal,Step into the city in festival mode,"Lights, markets, sweets — the season at its peak.",content,content/images/c120.jpg,"A bright vibrant Bangalore street during festival season, vivid lights and decorations, joyful crowds, celebratory glow Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",festival|culture|food|family,evening|night,any,festive,timely,inspire,A Bangalore favourite worth a look — the city dressed for festival.,A pick that fits your modern-urbanite streak — the city dressed for festival.,Tuned to your minimalist-chic taste — the city dressed for festival.,,Want more of the season?,Want more like this?,Want picks for how you celebrate?
c121,Culture,South Indian Culinary Traditions,Brew the Coorgi coffee ritual,A slow brass-filter drip that turns a coffee break into a pause.,content,content/images/c121.webp,"Traditional brass filter coffee brewing in soft afternoon window light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|culture,any,any,any,evergreen,inspire,The slow brass-filter ritual is peak Bangalore — a mindful pause in a cup.,Urban cultural events are your kind of outing — the coorgi coffee ritual.,"Art and craft are your weekend default — the coorgi coffee ritual, right up your gallery-going street.",,Want to discover more like this?,Want more like this like this?,Want me to curate more like this for you?
c127,Urban Retreats for Music Lovers,,Start a vinyl collecting ritual,Not the playlist — the one record you can't find anywhere else.,content,content/images/c127.webp,"A rare vinyl record spins on a sophisticated turntable in a quiet, sunlit room, creating a moment of pure focus. Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|productivity|calm,any,any,any,evergreen,inspire,"Vinyl collecting is back in Bangalore — it's about the one record, not the playlist.",A pick that fits your modern-urbanite streak — the vinyl collecting ritual.,Tuned to your minimalist-chic taste — the vinyl collecting ritual.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c143,Fashion,Workwear,Build the champagne-silk workday look,"A silk blouse and sage tailoring — desk to dinner, no change.",shop,content/images/c143.jpg,"An editorial photo of an elegant petite woman in a champagne silk blouse and tailored sage-green trousers in a bright modern creative office, refined minimalist styling, sophisticated Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|workwear,morning,any,any,timely,buy,Champagne-and-sage tailoring is having a quiet moment in the city's creative offices.,Your wardrobe leans sharp and minimal — this desk-to-dinner look fits.,"Champagne silk and sage tailoring — your exact palette, your work register.",,Want to explore more workwear?,Want more workwear like this?,Want me to pull workwear in your palette?
c144,Fashion,Outerwear,Add a trench that does the talking,"Tan, sharp-lined — the layer that makes monsoon intentional.",shop,content/images/c144.jpg,"An editorial photo of a stylish woman in a sharp tan faux-leather trench coat on a bright city street, contemporary minimalist outerwear, sophisticated Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,rainy,monsoon,evergreen,buy,A tan trench is the smart answer to a Bangalore monsoon.,You'd reach for this — a layer that makes rain look intentional.,"Tan faux-leather, sharp lines — the Karl Lagerfeld-leaning layer you favour.",,Want to explore more outerwear?,Want more outerwear like this?,Want me to pull outerwear in your palette?
c145,Fashion,Evening,Slip into an off-white cocktail column,"Satin, sculpted, quietly commanding — for the openings after.",shop,content/images/c145.jpg,"An editorial photo of a poised woman in an off-white satin column cocktail dress at an upscale evening event, soft elegant lighting, refined minimalist Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|occasion,evening,any,any,evergreen,buy,Cocktail season means the city's dressing up — this is the column to own.,For your dressed-up evenings — quietly commanding.,An off-white satin column for the openings and cocktails you actually attend.,,Want to explore more evening?,Want more evening like this?,Want me to pull evening in your palette?
c146,Fashion,Activewear,Take your activewear studio-to-street,Sculpted sage-and-black that looks as good off the mat.,shop,content/images/c146.jpg,"An editorial photo of an athletic woman in sleek sculpted sage-and-black activewear walking out of a yoga studio onto a bright city street, athletic chic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|fitness|activewear,any,any,any,timely,buy,Studio-to-street activewear is how the city's fit set dresses now.,You move and you dress well — this bridges both.,"Sculpted Nike in sage and black — your activewear, trending up in your profile.",,Want to explore more activewear?,Want more activewear like this?,Want me to pull activewear in your palette?
c147,Fashion,Footwear,Step out in everyday metallic mules,Silver and nude — the pair that lifts jeans and tailoring alike.,shop,content/images/c147.jpg,"An editorial photo of a woman wearing elegant metallic-silver mules with cropped trousers, bright minimalist studio, sophisticated footwear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,any,evergreen,buy,Metallic mules are the season's quiet upgrade to any outfit.,"An easy lift for jeans or tailoring — understated, never loud.",Metallic-silver mules — the elevated everyday pair your looks ask for.,,Want to explore more footwear?,Want more footwear like this?,Want me to pull footwear in your palette?
c148,Fashion,Accessories,Layer timeless gold and pearl,"Pieces light enough to never take off — classic, never loud.",shop,content/images/c148.jpg,"An editorial photo of a woman wearing delicate timeless gold and pearl jewellery, warm glowing skin, bright soft light, refined elegant Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,any,evergreen,buy,"Light, wear-everyday gold is everywhere in the city's boutiques.",You lean understated — pieces you'd never take off.,"Timeless gold and pearl — classic, refined, exactly your accessory line.",,Want to explore more accessories?,Want more accessories like this?,Want me to pull accessories in your palette?
c149,Fashion,Knitwear,Wrap up in the cashmere edit,NAADAM-soft layers in off-white and mocha — quiet luxury you live in.,shop,content/images/c149.jpg,"An editorial photo of a woman in a soft off-white cashmere sweater, bright airy minimalist setting, cosy quiet-luxury knitwear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,winter,evergreen,buy,Cashmere season's here — soft layering done the quiet-luxury way.,"Soft, considered layers for the cooler evenings.",NAADAM-soft cashmere in off-white — quiet luxury you live in.,,Want to explore more knitwear?,Want more knitwear like this?,Want me to pull knitwear in your palette?
c150,Food,Fine dining,Book the chef's-table degustation at Farmlore,Eight farm-to-table courses at the city's most-talked-about table — reserve the ten-seat sitting a week ahead and dress for it.,content,content/images/c150.jpg,"An intimate fine-dining chef's table, an elegant artful plated course, warm refined restaurant, bright vivid premium gastronomy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|fine,evening,any,any,timely,book,Ten-seat chef's tables are the city's hardest reservation — worth it.,Your dinners run special — this is one to plan a week around.,"A degustation worth dressing for — fine dining is your default, after all.",,Want to discover more fine-dining tables?,Want more fine-dining tables like this?,Want me to line up more fine-dining tables for you?
