id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason_e1,enriched_reason_e2,audience,cold_cta,warm_cta,enriched_cta
c070,Productivity,Learning,Finish the course you started,Twenty minutes a day gets you the certificate.,content,content/images/c070.jpg,"A bright modern home study setup, a laptop showing an online course, sunlit desk with plant, vivid focused Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|life-goals|tech,evening,any,any,evergreen,learn,Twenty minutes a day is the median completion rate for online courses — finishing one beats starting three.,You return to learning content but rarely finish; a 20-minute push is the most realistic completion path.,Twenty minutes a day to close out your half-finished course — the considered follow-through that suits a busy founder.,Twenty daily minutes to finish that course you paid for — your cheapest career upgrade in the queue.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c071,Productivity,Reading,Read more this month,One chapter a night beats one big resolution.,content,content/images/c071.jpg,"A bright cosy reading nook, an open book and tea by a warm lamp, sunlit shelves behind, vivid inviting Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|calm|books,night,any,any,evergreen,inspire,One chapter a night is what most readers actually finish — the schedule that beats every reading-list resolution.,You return to reading content but rarely finish; a one-chapter-a-night plan is the most realistic version.,"A chapter-a-night reading rhythm — your calm, sustainable version of catching up on a serious reading list.",A chapter a night beats your Kindle full of unfinished books — the reading habit that actually clears the pile.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c072,Productivity,Money,Do a 15-minute money check,"See where it goes, decide where it should — weekly.",content,content/images/c072.jpg,"A bright clean desk with a laptop showing a tidy budgeting dashboard, plant and coffee, vivid organised calm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|finance|life-goals,evening,any,any,evergreen,learn,"A weekly 15-minute money review is one of the most-recommended habits in personal finance — small, repeatable, real.",You return to practical money content over investing hot takes; a weekly check is the most useful version of that.,A weekly 15-minute money review — your considered financial rhythm that suits a small-business household.,A 15-minute weekly money check — your smallest finance habit that turns a junior salary into actual savings.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c074,Productivity,Digital,Claim a phone-free evening,Reclaim two hours — the most underrated upgrade there is.,content,content/images/c074.jpg,"A bright warm evening scene of a phone set aside, a book and tea, cosy lamp light, vivid calm intentional mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|calm|wellness,evening|night,any,any,evergreen,inspire,Reclaiming a phone-free evening is the city's quiet luxury.,"You return to slow, considered evening content; a phone-free evening is the most committed version of that.","A phone-free evening — your considered downtime that suits a calm, screen-aware household rhythm.",A phone-free evening with your flatmates — the wellness upgrade that doesn't cost a thing and changes the room.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c075,Productivity,Career,Learn a skill that pays off,The one course your future self will thank you for.,content,content/images/c075.jpg,"A bright modern co-working space, focused person at a laptop, sunlit and vivid, aspirational career energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|tech|life-goals,any,any,any,evergreen,learn,The right weekend course is one of the city's quietest career levers — the upskill the office never sees.,You return to career-led learning over passive content; a one-skill course is the most useful version of that.,A weekend skill that compounds — the considered learning that pays back across your long career.,The skill that gets you a freelance gig before your next promotion — the weekend course worth your Saturday.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c076,Tech,EV,Book a test drive of the Tata Nexon EV,The EV you keep researching — book the drive at a Tata showroom and feel the instant torque and 450km range yourself.,content,content/images/c076.jpg,"A sleek vivid electric car in a bright Bangalore driveway at golden hour, clean premium tech lifestyle, glossy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|auto,any,any,any,evergreen,book,EV adoption in the city has accelerated this year — the Nexon EV's 450km range fits how the city actually commutes.,You return to considered tech upgrades over hot takes; a Nexon EV test drive is the most committed version of that.,"A Nexon EV test drive — the considered, lower-fuss upgrade for your household used to mid-range Tata reliability.",A Tata Nexon EV test drive — your research turned into a Saturday morning at a showroom.,,Want to understand this better?,Want more ev like this?,Want picks for how you work?
c077,Tech,Wearable,Train smarter with a Garmin or Apple Watch,"Turn every run into VO2-max, pace and recovery data you'll actually act on — pick the one that fits your training.",content,content/images/c077.jpg,"A bright close-up of a premium fitness smartwatch on a runner's wrist in morning light, vivid clean tech aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|fitness|wellness,morning,any,any,evergreen,buy,VO2-max and recovery data is the new layer of running tech — Garmin and Apple Watch lead the city's training crowd.,You return to running and structured fitness; a smarter wearable is the most data-led version of that interest.,A premium wearable that turns recovery into actual numbers — your considered training upgrade that earns its price.,A wearable that pays for itself across your two seasons of running — Garmin Forerunner is the value pick.,,Want to understand this better?,Want more wearable like this?,Want picks for how you work?
c078,Tech,Audio,Silence the commute with Sony WH-1000XM5,"The headphones that make a loud Outer Ring Road commute disappear — best-in-class noise cancelling, all-day comfort.",content,content/images/c078.jpg,"A bright product shot of premium over-ear headphones on a minimalist desk, vivid colour, clean modern tech Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|music|calm,any,any,any,evergreen,buy,Bangalore's commute is loud — the Sony WH-1000XM5 is the city's most-recommended pair of noise-cancelling headphones.,You return to practical tech upgrades; the XM5 is the most-praised pair on every commuter's shortlist.,Best-in-class noise cancelling and all-day comfort — the considered upgrade for your focus-led work week.,The XM5 is your splurge that pays for itself across every BMTC ride — the only headphones that beat hostel noise.,,Want to understand this better?,Want more audio like this?,Want picks for how you work?
c079,Tech,Reader,Write on a reMarkable or Kindle Scribe,Digital paper that feels like real pen on page — for notes and reading without the backlit-screen fatigue.,content,content/images/c079.jpg,"A bright e-ink writing tablet on a linen desk in warm daylight, a hand annotating, vivid clean premium tech Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|books|productivity,evening,any,any,evergreen,buy,Digital paper is the quietest reading trend in tech — reMarkable and Kindle Scribe are the two-player market.,You return to reading and quiet-tech content; a digital-paper tablet is the most committed version of that.,A digital-paper tablet for notes and reading — the considered tool that suits your creative-business workflow.,A reMarkable for sketches and notes — the device that beats your stack of moleskines and gets on the desk shot.,,Want to understand this better?,Want more reader like this?,Want picks for how you work?
c080,Tech,Smart home,Make the home anticipate you with Home Assistant,"Lights, locks and music on one dashboard — motion-aware scenes so rooms respond before you reach for a switch.",content,content/images/c080.jpg,"A bright sleek smart-home control scene at dusk, ambient lighting and a glowing hub, vivid modern interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|home,evening|night,any,any,evergreen,inspire,Home Assistant has quietly become the smart-home dashboard of choice for serious tinkerers in town.,You return to practical home content; a unified smart-home dashboard is the most committed version of that.,A unified Home Assistant dashboard — the considered tech setup that suits your thoughtfully designed home.,"Home Assistant on a ₹3,000 Pi — the smart-home rabbit hole that turns your rental flat into a science project.",,Want to understand this better?,Want more smart home like this?,Want picks for how you work?
c081,Tech,Photography,Shoot the city better at a weekend photo walk,A guided street-photography workshop through Cantonment or VV Puram — level up your phone shots in one Saturday.,content,content/images/c081.jpg,"A bright street-photography moment in vivid colourful Bangalore, a person framing a shot, golden light, creative energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|photography|culture,any,clear,any,evergreen,learn,"Cantonment's photo walks are the city's most-recommended weekend learning — a guided morning, real shots.",You return to creative weekend learning over passive content; a guided photo walk is the most engaged version of that.,A guided street-photography walk through old Bangalore — your considered weekend that suits a creative eye.,A Saturday photo walk in VV Puram — your cheapest creative upgrade for the indie photography feed.,,Want to understand this better?,Want more photography like this?,Want picks for how you work?
c082,Tech,AI tools,"Hand the busywork to ChatGPT, Notion AI and Raycast","Three tools that quietly give you an hour back daily — drafting, summarising and launching, all automated.",content,content/images/c082.jpg,"A bright modern desk with a glowing laptop showing a clean AI assistant interface, vivid violet accents, futuristic calm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|productivity,any,any,any,evergreen,learn,"Three AI tools quietly run most knowledge workers' busywork now — ChatGPT, Notion AI, Raycast lead the city's stack.",You return to practical productivity tools; an AI stack overhaul is the most committed version of that interest.,A considered AI stack — the kind of tooling that buys back an hour a day for your creative-led business.,Three free-tier AI tools that kill the boring stuff — the upgrade that buys back the time for your side project.,,Want to understand this better?,Want more ai tools like this?,Want picks for how you work?
c083,Culture,Craft,Collect a piece of Bidriware,A 14th-century craft that brings quiet character home.,content,content/images/c083.jpg,"A bright detailed shot of a Bidriware vase, vivid silver inlay on dark metal, warm gallery light, heritage craft Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|home,any,any,any,evergreen,inspire,Bidriware is a 14th-century Indian craft that nearly disappeared — the kind of thing still being made quietly in Karnataka.,You return to local craft and heritage content; Bidriware is the kind of specific find that earns the long pause.,Indian craft with provenance is something you collect with intent — Bidriware belongs in a considered home.,"Sustainable, handmade and culturally specific — the kind of find your indie aesthetic feed would surface before the trend.",,Want to discover more craft?,Want more craft like this?,Want me to curate more craft for you?
c084,Culture,Textile,Own a length of Mysore silk,"Royal fabric, hand-woven, one golden thread at a time.",content,content/images/c084.jpg,"Bright vivid golden zari threads on a Mysore silk loom in a sunlit workshop, shimmering rich colour, artisanal Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|fashion,any,any,festive,evergreen,inspire,"Mysore silk is Karnataka's golden thread — woven by hand, an hour from here.",You return to heritage textile and craft content; Mysore silk is the kind of investment textile that anchors a wardrobe.,A length of Mysore silk — the heritage textile that suits your established Indian-craft sensibility.,A small length of Mysore silk to turn into something for your wardrobe — the heritage upgrade that beats fast fashion outright.,,Want to discover more textile?,Want more textile like this?,Want me to curate more textile for you?
c085,Culture,Architecture,See Bangalore Palace at golden hour,A corner of England in South India — best in late light.,content,content/images/c085.jpg,"The bright Tudor-revival facade of Bangalore Palace glowing in vivid golden afternoon light, grand and detailed Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|parks,afternoon,clear,any,evergreen,inspire,The Palace is the city's most photographed Tudor revival — its facade glows in late afternoon light.,You return to local heritage and architecture content; Bangalore Palace at golden hour is the most photogenic version of that.,Bangalore Palace at golden hour — a Karnataka heritage outing that suits your slow-paced cultural weekend.,"Bangalore Palace at golden hour — ₹230 entry, an hour of architecture, a thousand grid-worthy frames for you.",,Want to discover more architecture?,Want more architecture like this?,Want me to curate more architecture for you?
c086,Culture,Temple,Visit a heritage temple at dawn,"Carvings, incense, a stillness the city forgot.",content,content/images/c086.jpg,"An ancient South Indian stone temple at bright golden hour, vivid intricate carvings, warm light, spiritual grandeur Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|calm,morning,clear,any,evergreen,inspire,"The city's heritage temples at dawn are its quietest places — carvings, incense, and a stillness the daylight ends.","You return to slow, local heritage over loud entertainment; a dawn temple visit is the calmest version of that.","A dawn temple visit — your unhurried, culturally rooted morning that grounds a busy week.",A dawn temple visit that costs nothing and resets your hard week — the calm version of a city morning.,,Want to discover more temple?,Want more temple like this?,Want me to curate more temple for you?
c087,Culture,Museum,Catch the new show at NGMA Bengaluru,Two hours at the National Gallery of Modern Art that make you see the city differently — check the current rotating exhibit.,content,content/images/c087.jpg,"A bright modern museum gallery with vivid exhibits and soft lighting, people exploring, refined cultural space Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage,afternoon,any,any,timely,plan,"NGMA Bengaluru's rotating exhibits are some of the most considered shows in South India — two slow hours, well spent.",You return to art and gallery content; NGMA's current exhibit is the most curated version of that interest.,Two hours at NGMA — your considered cultural afternoon that suits an art-collector's week.,₹20 entry to a serious modern-art show — your cheapest cultural afternoon in the city.,,Want to discover more museum?,Want more museum like this?,Want me to curate more museum for you?
c088,Culture,Local history,Walk the story under your street,"Cantonment, gardens, tech — Bangalore in one walk.",content,content/images/c088.jpg,"A bright heritage walking tour through old Bangalore streets, vivid colonial architecture, golden daylight, curious mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|parks,morning|afternoon,clear,any,evergreen,learn,"The city's neighbourhoods carry layered stories most residents miss — Cantonment, gardens, tech, all in one walking radius.",You return to local stories over scroll-past travel; a city walk is the most rooted version of that interest.,A guided local-history walk — the slow cultural learning that grounds your long Bangalore tenure.,A free history walk through Cantonment — your indie weekend learning that makes the city read differently.,,Want to discover more local history?,Want more local history like this?,Want me to curate more local history for you?
c089,Culture,Language,Learn enough Kannada to matter,The phrases that make this city feel like home.,content,content/images/c089.jpg,"A bright warm scene of local Bangalore life, a friendly street interaction, vivid colourful everyday culture Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|life-goals|heritage,any,any,any,evergreen,learn,Kannada phrases unlock a side of the city most newcomers never see — the city's softer rhythm.,You return to local culture content; a beginner Kannada start is the most committed version of that interest.,Conversational Kannada — the kind of considered local effort that suits your long-rooted Bangalore household.,Enough Kannada to actually order in it — your smallest gesture that changes how the auto driver replies.,,Want to discover more language?,Want more language like this?,Want me to curate more language for you?
c090,Weather,Now,Settle in — it's a rainy 23° Bangalore evening,"Cool monsoon air, the city slowing, clearing by 9pm — an evening made for staying in and letting the feed set the mood.",weather,content/images/c090.jpg,"A bright cosy rainy Bangalore evening through a window, warm lamp inside, vivid city bokeh beyond glass, inviting Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|home,evening|night,rainy,monsoon,timely,inspire,"A rainy 23° evening is the city at its slowest — cool air, a quieter street, and the sky clearing by nine.","You return to calm, indoor evenings on rainy nights; this is the version of that mood, made for tonight.","A cool monsoon evening — your unhurried, indoor mood that suits a calm-living rhythm.","A rainy 23° evening, a hot tea, no plans — your indoor version of a perfect weeknight.",,Want to explore more like this?,Want more like this?,Want more shaped around you?
c091,Weather,Clear morning,Make the most of a rare clear morning,The rain breaks — a window for everything outdoors.,weather,content/images/c091.jpg,"A bright crisp clear morning in green Bangalore, vivid blue sky, sunlit trees, fresh energetic outdoor mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|fitness|parks,morning,clear,any,timely,plan,A rare clear Bangalore morning — every outdoor plan that's been waiting for a window has its moment.,You usually move past indoor content on bright mornings; a clear-sky push is the most useful version of that.,A rare clear morning — the weather window that earns your slow walk and a good coffee.,A clear sky after weeks of grey — every outdoor plan in your queue gets bumped to today.,,Want to explore more like this?,Want more like this?,Want more shaped around you?
c092,Weather,Hot afternoon,Beat the afternoon heat the smart way,"Cool rooms, cold coffee, the clever way to wait it out.",weather,content/images/c092.jpg,"A bright airy café interior offering cool respite, vivid iced coffee, fans and plants, sunlit but refreshing Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|food|cafes,afternoon,clear,summer,timely,inspire,Bangalore's hot afternoons are short — the city's smartest move is a cold coffee and a cool room until 5.,"You return to indoor, calm content during hot windows; a heat-wait plan is the most useful version of that.","A cool, calm afternoon plan — your considered indoor break that makes a hot day work.","A cold-coffee, AC-on, slow afternoon — your only correct response to a 33° Bangalore Saturday.",,Want to explore more like this?,Want more like this?,Want more shaped around you?
c093,Weather,Pleasant,Get outside — Bangalore's at its best,The weather this city's famous for. Don't waste it indoors.,weather,content/images/c093.jpg,"A bright idyllic pleasant Bangalore evening, vivid green park and golden light, people outdoors, perfect weather Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",parks|calm|weekend,afternoon|evening,clear,any,timely,plan,A 24° clear day is the weather Bangalore's famous for — wasted indoors.,"You return to outdoor content on pleasant weekends; this is the version of that mood, ready right now.",Bangalore at its best — the kind of weather that earns your long lunch and a longer walk.,"Pleasant Bangalore weather — the day every flat decides to do something outside, your friends included.",,Want to explore more like this?,Want more like this?,Want more shaped around you?
c094,Weather,Storm,Watch the monsoon sky roll in,Big clouds at golden hour — the city's free light show.,weather,content/images/c094.jpg,"A dramatic bright monsoon sky over Bangalore, vivid layered clouds at golden hour, cinematic but luminous, awe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",calm|home,evening,rainy,monsoon,timely,inspire,Big monsoon clouds at golden hour are the city's free light show — the season's most photographed weather.,You return to weather and ambient content; a monsoon sky is the most photogenic version of that mood.,"A dramatic monsoon sky — your slow, observational evening that suits a calm rhythm.","A storm rolling in at golden hour — your indie photography moment, free, on every balcony.",,Want to explore more like this?,Want more like this?,Want more shaped around you?
c095,Pets,Care,Take your dog out this weekend,"Cafés, parks and trails that actually want them there.",content,content/images/c095.jpg,"A bright joyful scene of a happy dog at a pet-friendly Bangalore café garden, vivid sunshine, warm wholesome energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",pets|weekend|parks,morning|afternoon,clear,any,evergreen,plan,"The city now has more dog-friendly cafés and trails than any other in South India — weekends for dogs, properly.",You return to slow weekend content; a dog-day weekend is the most thoughtful version of that.,A dog-friendly weekend — your considered outing that suits a household with a dog.,A weekend with your cat at home and a friend's dog out — your lowest-stakes weekend that's still a plan.,,Want more tips?,Want more like this?,Want ideas for your companion?
c096,Pets,Adoption,Meet your next family member,A weekend adoption drive — your future best friend.,content,content/images/c096.jpg,"A bright heartwarming pet adoption event, adorable rescue animals, happy people, vivid joyful daylight Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",pets|family,any,any,any,timely,inspire,Weekend adoption drives here are some of the most active in the country — rescues looking for a slow afternoon to find a home.,You return to pet and lifestyle content; an adoption weekend is the most considered version of that interest.,A weekend adoption drive — your considered family decision that earns a slow Saturday.,A weekend rescue meet — your indie cause that beats another mall Saturday.,,Want more tips?,Want more like this?,Want ideas for your companion?
c097,Finance,Investing,Start investing in 20 minutes,The setup your future self will thank you for.,content,content/images/c097.jpg,"A bright clean modern scene of a person reviewing investments on a tablet, sunlit desk, vivid calm confident mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",finance|life-goals|productivity,evening,any,any,evergreen,learn,"A 20-minute investing setup is the most-recommended starting point in personal finance — small, structural, immediate.",You return to practical money content; a starter investing setup is the most useful version of that.,"A 20-minute investing start — your considered financial structure that suits a steady, well-run household.",A SIP setup that takes you 20 minutes — your smallest investing move that pays the future a real compliment.,,Want to learn more here?,Want to go deeper on this?,Want guidance for your goals?
c098,Finance,Saving,Automate your savings today,"Set it once, forget it, watch it grow.",content,content/images/c098.jpg,"A bright aspirational still life symbolising savings and growth, a plant and coins in sunlight, vivid optimistic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",finance|life-goals,any,any,any,evergreen,learn,"Auto-saving is one of the most behaviour-proof financial habits in personal finance — set once, forget forever.",You return to practical money content; an auto-save setup is the most low-effort version of that.,An auto-save rule — your considered structural habit that suits a household with disciplined finances.,An auto-save rule that quietly builds your Goa-trip fund — the smallest finance habit with the loudest result.,,Want to learn more here?,Want to go deeper on this?,Want guidance for your goals?
c099,Beauty,Skincare,Reset your monsoon skincare,What the humidity demands — simpler than you think.,content,content/images/c099.jpg,"A bright clean flat-lay of minimalist skincare products on a marble surface, vivid fresh, soft daylight, premium Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",beauty|wellness,any,rainy,monsoon,evergreen,learn,"Monsoon skincare here is simpler than it looks — fewer steps, lighter texture, climate-led.",You return to climate-led routines over trend content; a monsoon skincare reset is the most practical version of that.,"A simpler, climate-led skincare reset — your considered routine that suits a steady wellness rhythm.","A ₹1,500 monsoon skincare reset — fewer steps, better skin, no influencer routine your salary can't justify.",,Want the full routine?,Want more skincare like this?,Want a routine shaped for your skin?
c100,Beauty,Spa,Earn a spa afternoon,Two hours that undo a hard week.,content,content/images/c100.jpg,"A bright serene luxury spa interior, vivid soft tones, candles and towels, calm rejuvenating premium atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",beauty|wellness|calm,afternoon,any,any,evergreen,book,A two-hour spa afternoon is the city's most-earned reward — the slow undo of a hard week.,"You return to slow, restorative content over hard fitness; a spa afternoon is the most luxurious version of that.",A spa afternoon — your considered reset that suits a calm-living household.,"A spa afternoon split with your friend — the splurge that's earned, not impulse-bought.",,Want the full routine?,Want more spa like this?,Want a routine shaped for your skin?
c101,Social,Date night,"Plan a date night: dinner at Dali & Gala, then a Ulsoor walk",A considered dinner and a lakeside stroll — the effort that gets noticed. Book the early sitting for the quiet tables.,content,content/images/c101.jpg,"A bright romantic rooftop dinner setting at dusk in Bangalore, vivid warm string lights, two glasses, intimate elegant Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|food|nightlife,evening|night,clear|any,any,evergreen,plan,A considered date night pairs a calm dinner with a walk — Dali & Gala and a Ulsoor stroll is the city's quiet template.,"You return to small, considered evenings over loud nights out; a planned date night is the most thoughtful version of that.",A considered dinner and a lakeside walk — your unhurried evening that suits an established taste.,Dinner at a small restaurant and a free Ulsoor walk after — your date night that out-performs its bill.,,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c102,Social,Reconnect,Reconnect with an old friend,The coffee you keep meaning to schedule — do it this week.,content,content/images/c102.jpg,"A bright warm café scene of two friends laughing over coffee, vivid daylight, genuine joyful connection Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|calm|cafes,afternoon|evening,any,any,evergreen,plan,"The long-overdue catch-up coffee is the most-postponed plan in every busy calendar — one short hour, easily moved up.",You return to slow social content over loud nights; a reconnect coffee is the smallest version of that.,"A long-overdue coffee — your considered, low-effort plan that suits a busy founder's week.",A coffee with the friend you keep texting 'soon' — your cheapest social move that actually matters.,,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c103,Social,Host,"Host a small dinner — six seats, one good menu","The most underrated joy: a tight guest list and one dish you nail. Prep-ahead so you're at the table, not the stove.",content,content/images/c103.jpg,"A bright warm home dinner party, a beautifully set table with vivid food and candles, friends gathered, joyful Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|food|home,evening|night,any,any,evergreen,plan,"Six-seat dinners are the quietest social pleasure going — one good menu, a tight guest list, prep-ahead cooking.","You return to small, considered social plans; a six-seat dinner is the most hosted version of that.",A six-seat dinner with one good vegetarian menu — your kind of considered evening that suits a refined household.,A six-seat dinner with one dish nailed and cheap wine — your hosting move that turns a flat into a real home.,,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c104,Gaming,Retro,Build the perfect retro gaming corner,"An arcade cabinet, pixel glow, the classics made new.",content,content/images/c104.jpg,"A bright stylish room with a classic arcade cabinet glowing with vivid pixel art, warm retro-gaming corner, cool aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",gaming|entertainment|make,evening|night,any,any,evergreen,inspire,Pixel-glow retro gaming corners are quietly back — a small arcade-style setup is one of the city's underrated home upgrades.,"You return to nostalgic, considered hobbies over big-budget gaming; a retro corner is the most thoughtful version of that.","A retro gaming corner — the kind of considered, character-led detail that suits your personality-rich home.","A small arcade-cabinet corner under ₹15,000 — your indie hobby that doubles as decor.",,Want to find more retro?,Want more retro like this?,Want picks for your downtime?
c105,Gaming,Co-op,Set up a couch co-op game night,"Snacks, controllers, friendly trash talk.",content,content/images/c105.jpg,"A bright cosy living room game night, friends with controllers, vivid TV glow, snacks, joyful social energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",gaming|social|entertainment,night,rainy|any,any,evergreen,plan,"Couch co-op nights are still the most reliable group plan — snacks, controllers, a known crowd.","You return to small, social plans over big nights out; a couch co-op night is the most reliable version of that.","A small co-op game night — your low-effort, high-fun social plan that suits a slower week.","A controller, three of your friends and the same couch — your cheapest Saturday plan that beats every pub.",,Want to find more co-op?,Want more co-op like this?,Want picks for your downtime?
c106,Sustainability,Green living,Try a lower-waste week,"Five swaps that stick — small, doable, genuinely greener.",content,content/images/c106.jpg,"A bright clean flat-lay of sustainable everyday swaps, vivid natural materials, sunlit, fresh eco-conscious aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",sustainability|life-goals|home,any,any,any,evergreen,learn,"Five well-chosen swaps make a real lower-waste week — small, sticky, genuinely greener.","You return to slower, more considered habits; a low-waste week is the most committed version of that.",A lower-waste week with five real swaps — the considered sustainability that suits your values-led household.,Five low-waste swaps that don't cost a thing — the sustainability move that actually fits your junior salary.,,Want to learn more here?,Want more like this?,Want choices that fit you?
c107,Sustainability,Community,Join a neighbourhood clean-up,A Saturday morning that betters your patch of the city.,content,content/images/c107.jpg,"A bright uplifting community clean-up in a green Bangalore neighbourhood, vivid daylight, volunteers, positive energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",sustainability|weekend|social,morning,clear,any,timely,plan,"Neighbourhood clean-ups here are some of the country's most-organised civic mornings — two hours, real impact.","You return to slow, civic-minded content over passive scrolling; a clean-up morning is the most active version of that.","A neighbourhood clean-up — your small, considered civic act that suits a long-rooted household.",A two-hour clean-up that beats another brunch — your civic Saturday that earns its weekend.,,Want to learn more here?,Want more like this?,Want choices that fit you?
c108,Family,Kids,Plan a rainy-day with the kids,Indoor adventures that beat another hour of screens.,content,content/images/c108.jpg,"A bright cheerful indoor scene of kids doing a craft activity at home, vivid colourful, warm joyful family moment Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",family|home,afternoon,rainy,monsoon,evergreen,plan,"Rainy days here have an indoor kids itinerary worth keeping — museums, workshops, an art stop.",You usually move past kids content but slow down on practical family plans; a rainy-day plan is the most useful version of that.,A rainy-day plan that holds up across ages — your considered family afternoon that suits a household with kids.,A rainy-day plan for your parents-visiting weekend with kids — the indoor itinerary that beats another mall trip.,,Want more kids?,Want more kids like this?,Want plans for the household?
